image_name,leaf_index,fold,species,real_area_cm2,pred_area_cm2,area_rer,area_annot,area_annot_rer,real_perimeter_cm,pred_perimeter_cm,pred_perimeter_rer,perim_annot,perim_annot_rer,real_length_cm,pred_length_cm,length_rer,length_annot,length_annot_rer,dist,pattern-size,area_method_rer,perim_method_rer,length_method_rer
soybean157.jpg,0,2,soybean,48.5730851,57.383922558790466,0.18139340828026862,57.22836652991847,0.1781908933788634,29.5,38.27078288725234,0.2973146740433624,32.33948242473818,0.09625364148392009,10.7,11.170335160858547,0.04395655704850305,11.148698836486227,0.04193447066045639,20.0,4.0,0.0027181630068629325,0.18340740222060323,0.0019407039933758096
soybean100.jpg,0,4,soybean,57.07659602,71.48184289562272,0.2523844776596556,68.92023948797538,0.2075043764304068,29.5,39.973821336441326,0.3550447909454535,33.661373505522846,0.14106350861397324,11.0,12.426274553925253,0.12966132296624,12.192774515368429,0.10843404675309894,30.0,2.0,0.03716765098766946,0.18752793399851947,0.019150689457186447
soybean063.jpg,0,1,soybean,50.63454229,61.8672624034111,0.22183907670892677,61.90767362285577,0.22263717258595164,29.0,36.99160130187916,0.2755724585904632,31.37484490739506,0.08189120367503964,10.5,11.413763198642597,0.08702506645450916,11.349274813607867,0.08088331550466986,40.0,4.0,0.0006527659185568872,0.17902100900489276,0.005682159083907858
soybean020.jpg,0,3,soybean,59.78225858,89.01544805325304,0.48899439671125083,86.96588018589775,0.45471051524381273,31.0,45.79501116323433,0.47725842446650785,38.423506630169676,0.2394679557346773,12.0,14.41012156149165,0.20084346329026792,14.214745937300272,0.1845621612878875,12.0,1.0,0.023567494087778727,0.1918488232242225,0.01374457376274703
soybean013.jpg,0,3,soybean,57.07659602,70.33667160670196,0.23232071477654936,70.93769331406367,0.24285080502660222,29.5,39.140362737506145,0.32679195709282116,33.77430077267619,0.1448915515670263,11.0,12.26750584728759,0.1152278041941192,12.320402330718476,0.12003657541073731,15.0,2.0,0.008472529612938935,0.1588800312805398,0.004293405521024748
soybean028.jpg,0,2,soybean,59.78225858,70.42836443289022,0.1780813589848383,71.11740244002704,0.18960715314832735,31.0,40.47685958207647,0.3057051477103039,34.60600178719933,0.11632263825922923,12.0,12.769013773766723,0.06408448109382317,12.862695632722701,0.07189130266698235,20.0,4.0,0.009688739793624924,0.16964854331575133,0.007283221305868388
soybean121.jpg,0,5,soybean,27.18546673,30.653630436487063,0.1275741829138469,30.62668700241297,0.126583085930603,21.5,26.146297986256425,0.21610688298117933,22.137316580149168,0.029642631621057753,7.5,8.135647950560566,0.08475305996173804,8.04730891308787,0.0729745216477499,20.0,2.0,0.0008797371411139359,0.18109608677192626,0.010977463188874258
soybean117.jpg,0,2,soybean,27.18546673,33.116789642825985,0.21817991832006275,31.53458875297934,0.15997967092395549,21.5,27.314541671132666,0.2704437985315455,22.462616119659643,0.04477284275404252,7.5,8.44984397084187,0.12664586261005492,8.252035610737158,0.10027141463125917,20.0,1.0,0.05017350635959784,0.21600002081086805,0.023970856306972915
soybean149.jpg,0,5,soybean,48.5730851,69.36884580542585,0.42813341294527973,72.00683337821843,0.48244306955487165,29.5,42.66430271737219,0.4462475495901597,36.437484669340186,0.2351689717623219,10.7,12.273613725780985,0.1470667032065718,12.501904400438862,0.16840228025746168,12.0,1.0,0.036635239305276866,0.17089044709945542,0.01826047193796002
soybean037.jpg,0,2,soybean,27.18546673,31.764143586631565,0.16842369860417425,32.04464831802648,0.17874188567367152,21.5,26.00523359681322,0.2095457485915238,22.494460828106483,0.04625399198343921,7.5,8.225670216631054,0.09675602875513244,8.244905118894991,0.09932068238690454,30.0,2.0,0.00875355936265917,0.15607276804604947,0.0023329440379522277
soybean002.jpg,0,3,soybean,50.63454229,64.82882277126146,0.2803280100205716,64.6376940132321,0.2765533386332616,29.0,37.57047788086608,0.29553371992795663,32.016996275884615,0.10403435430497489,10.5,11.760324158369587,0.12003087211135978,11.626316735660124,0.10726826043689917,40.0,2.0,0.002956924143374527,0.17345417275854313,0.011526214676671772
soybean002.jpg,1,3,soybean,59.78225858,64.00627556444891,0.07065669789122828,63.72062084250141,0.06587844546843867,31.0,39.100000816043796,0.26129034882035135,33.617439743716055,0.08443354009263611,12.0,11.89281730051827,0.0089318916160342,11.85497023549291,0.01208581369885263,40.0,2.0,0.004482924336357721,0.16308681185995733,0.003192506116980707
soybean002.jpg,2,3,soybean,58.10732462,71.66246427963057,0.23327764177654534,70.73348115291492,0.21729027473407733,30.0,38.30272898872361,0.27675763286520105,32.869917321125094,0.09566391067228182,10.3,10.900878762293583,0.058337743855359725,10.942321470179257,0.062361307723848854,40.0,2.0,0.013133570007334937,0.16528218227230193,0.003787378022181331
soybean002.jpg,3,3,soybean,8.116987696,8.655796492397988,0.06638038837975628,8.682926829258665,0.06972280281271435,12.0,13.803794666552216,0.15031622208742113,12.15165539804523,0.01263794982657091,4.7,4.525372210975173,0.037154848649633705,4.65220183454855,0.010169822414840825,40.0,2.0,0.0031245612640672686,0.1359600163952276,0.02726227876849233
soybean002.jpg,4,3,soybean,8.761193068,9.023365271464085,0.029924258160959602,8.789800443449234,0.0032652374162451397,12.0,14.287118677002088,0.19059322292467962,12.230416407368727,0.019201367264726123,4.8,4.684176607071865,0.024129873476424254,4.805005205942528,0.001042751235854375,40.0,2.0,0.02657225602012351,0.16816289809336213,0.025146403269192385
soybean002.jpg,5,3,soybean,57.07659602,67.3771502212502,0.18046896482467417,66.15787139682243,0.15910681449975098,29.5,37.53539892465391,0.27238640413322196,32.23852648020247,0.09283140607708991,11.0,11.476569412192113,0.0433244919780789,11.719791954205803,0.06543563214104062,40.0,2.0,0.018429837576395162,0.16430256035620006,0.020753145000912333
soybean002.jpg,6,3,soybean,27.18546673,30.712164509406943,0.12972732133444845,30.09135254985577,0.1068911506154177,21.5,25.39329653142576,0.1810835595169733,21.51936036924696,0.0009004822901374887,7.5,7.845032275879033,0.046004303389198684,7.87133805749065,0.049511740932737705,40.0,2.0,0.020630909106405023,0.1800209715301196,0.003341970753392273
soybean002.jpg,7,3,soybean,59.78225858,68.87207934098853,0.15204880135641155,67.32328159637768,0.12614148736158826,31.0,39.32713263690328,0.26861718174893895,33.26181899413305,0.07296190301301395,12.0,12.378754281431341,0.03156285675964271,12.372013151572546,0.031001095938544547,40.0,2.0,0.02300538101612876,0.1823506297721289,0.0005448692763869296
soybean128.jpg,0,1,soybean,58.10732462,1.001860643836917,0.9827584446502003,67.12250601153913,0.15514707395226932,30.0,4.726757788301359,0.8424414067758075,32.51186773368732,0.08372892442833428,10.3,1.3516853551853643,0.8687684112744614,10.916687730443218,0.05987259513053317,20.0,1.0,0.9850741470600721,0.8546143877194157,0.8761817322870055
soybean104.jpg,0,2,soybean,57.07659602,69.12735523329692,0.2111331097419148,69.44606581680283,0.2167170198850212,29.5,39.1503028315814,0.327128909434241,33.44999662074161,0.1338981904882246,11.0,12.176560787812457,0.10696007152207787,12.220738766108077,0.11097625136348316,40.0,4.0,0.00458932525135063,0.17041275889400326,0.0036150006235293477
soybean152.jpg,0,2,soybean,48.5730851,61.66342311023169,0.26949776775732764,61.351995852667436,0.26308624876776815,29.5,39.131406809449,0.3264883663113259,33.626282197903514,0.1398739727628737,10.7,11.577945474709034,0.08205097886808649,11.602182503748702,0.08431612176687306,40.0,1.0,0.005076073780246118,0.1637149351661469,0.0020890060133898704
soybean074.jpg,0,5,soybean,48.5730851,60.460382383701024,0.24473012691659815,60.43238482867164,0.244153726324254,29.5,37.885052073869545,0.28423905325515775,33.20810410619973,0.1256984442353472,10.7,11.42900113764444,0.06813094737973183,11.32320644452679,0.058243592891995724,40.0,4.0,0.00046328727724593893,0.14083754830762193,0.00934317443937051
soybean067.jpg,0,5,soybean,48.5730851,65.75585789846654,0.35375090463276,62.50303897010189,0.28678338710740153,29.5,39.860093065874935,0.3511895953343403,33.90798445040265,0.1494232016579125,10.7,11.91455093797802,0.11350943334980627,11.564698501503232,0.08081294399019655,40.0,1.0,0.05204257235236518,0.17553708102063945,0.030251755904124614
soybean070.jpg,0,4,soybean,48.5730851,60.04081407530746,0.2360922504579915,61.16153022702058,0.25916503138543545,29.5,38.59384146247614,0.30826581218282995,33.60056103415583,0.1390020689073156,10.7,11.391980675803106,0.06467109113611177,11.509928752502105,0.07569427586403396,30.0,2.0,0.018323873640341947,0.14860705515477682,0.01024750709867634
soybean138.jpg,0,2,soybean,50.63454229,69.30172647660537,0.36866501282871017,68.90664046046525,0.3608623153381453,29.0,39.536844045388655,0.36333944971569865,33.25969626149541,0.14688607793194985,10.5,11.897689636489014,0.13311329858646487,12.06324116244702,0.1488801105674495,12.0,1.0,0.0057336421198687535,0.1887313622064841,0.013723635596056369
soybean048.jpg,0,5,soybean,58.10732462,69.15589228358222,0.19014070487557772,68.43471155413823,0.17772952032980618,30.0,38.42504406142714,0.2808348019539596,32.667252056991444,0.08890840187007866,10.3,11.182811693950965,0.08570987311590929,11.181709614435684,0.08560287510482084,30.0,2.0,0.010538229985350096,0.17625578033401965,9.856091351831917e-05
soybean064.jpg,0,2,soybean,48.5730851,64.85621221245125,0.33522941924681166,69.22729766473333,0.42521928590615987,29.5,40.315813619239826,0.36663774968045587,35.61660972041686,0.20734270231672655,10.7,11.818828120099644,0.10456337561252438,12.19188267465535,0.13942828722066053,12.0,1.0,0.06314106716717095,0.13193855154635362,0.030598601069647006
soybean168.jpg,0,1,soybean,8.116987696,8.884035620945726,0.09449908669674718,8.861752256209272,0.09175381153512749,12.0,14.72533054118978,0.22711087824322262,12.945945069193902,0.07882875570046788,4.7,4.818219591992532,0.02515310462574492,5.113808889569971,0.08804444440202693,20.0,4.0,0.002514555142939715,0.13744732123540526,0.057802179037682734
soybean168.jpg,1,1,soybean,8.761193068,9.19104252653823,0.049062890717202906,9.135532305726075,0.0427269704472177,12.0,14.48831014086865,0.20735917823292152,12.62867681578081,0.052389734604742756,4.8,4.647599626057075,0.031750077838629986,4.932757812163515,0.027657877476445027,20.0,4.0,0.006076298445860452,0.14725480355087492,0.05780907889399866
soybean165.jpg,0,5,soybean,8.116987696,8.32117898848053,0.025156043088446736,8.177647951014444,0.007473247122156441,12.0,14.055912343434306,0.1713260284767538,12.216114908377007,0.018009575683075905,4.7,4.612807765400203,0.018551539237081256,4.767073313550366,0.014270917746309926,20.0,2.0,0.017551628310529473,0.15060413620451835,0.03236064093834223
soybean165.jpg,1,5,soybean,8.761193068,9.035747739154585,0.03133758937969435,8.912732073138903,0.017296617457207723,12.0,14.465841702444816,0.205486808365829,12.604257674782957,0.05035480618995075,4.8,4.887887933323332,0.01830998607088165,4.97843893109551,0.037174777234117114,20.0,2.0,0.013802239859582803,0.14769485631108115,0.018188632791035556
soybean105.jpg,0,1,soybean,59.78225858,83.47086871734706,0.39624816285060105,87.68812722346742,0.46679180916954083,31.0,45.130911582601605,0.4558358573562338,38.768302834387285,0.25059041393165743,12.0,13.985427631761402,0.16545230250890655,14.33884425567732,0.19490368781069017,12.0,1.0,0.048093837092586265,0.1641188363017411,0.02464749720184112
soybean158.jpg,0,4,soybean,48.5730851,58.890276350099064,0.21240551689756698,58.92030180779566,0.21302366700330144,29.5,38.64923683045843,0.31014362126633865,32.82979477580724,0.11287439914164382,10.7,11.286398814404274,0.05480362746319985,11.320222698533962,0.05796473812657157,30.0,4.0,0.0005095944312954437,0.1772609939422166,0.0029879168458576116
soybean130.jpg,0,4,soybean,58.10732462,74.77419354824394,0.286829053555136,67.85392479627819,0.16773445066245846,30.0,40.59549247134097,0.3531830822603046,32.806712987970855,0.09355709956784278,10.3,11.60008542426518,0.12622188572844267,11.126509737865462,0.08024366379252662,40.0,1.0,0.10198774458106884,0.23741419885167592,0.04256282492275439
soybean045.jpg,0,5,soybean,58.10732462,74.79543666374983,0.28719463768142556,76.29971762776806,0.3130826126242884,30.0,40.128387474262546,0.3376129156962139,34.57598693307341,0.15253289771826933,10.3,11.703339205116032,0.13624652463626855,11.68829838315168,0.1347862506605648,40.0,1.0,0.019715419802204124,0.16058545343422065,0.001286827342905982
soybean018.jpg,0,2,soybean,57.07659602,72.58323010489792,0.27168112963056684,72.7719308106183,0.2749872256286743,29.5,39.632843093574486,0.343486206445411,34.1483947711665,0.15757270405392454,11.0,12.488800436912351,0.13534549414171781,12.49396939859834,0.1358153997491078,30.0,4.0,0.002593042449093776,0.16060632886418322,0.0004137165313076266
soybean131.jpg,0,3,soybean,58.10732462,96.10369863533508,0.6538999043111697,67.15919979714222,0.15577855691653827,30.0,45.81226454556095,0.5270754846763398,32.58774467933288,0.0862581559490099,10.3,13.141817892333403,0.2759046494732384,11.152278268484276,0.08274546287930293,15.0,2.0,0.43098337861843733,0.40581267566383394,0.17839759501764593
