image_name,leaf_index,fold,species,real_area_cm2,pred_area_cm2,area_rer,area_annot,area_annot_rer,real_perimeter_cm,pred_perimeter_cm,pred_perimeter_rer,perim_annot,perim_annot_rer,real_length_cm,pred_length_cm,length_rer,length_annot,length_annot_rer,dist,pattern-size,area_method_rer,perim_method_rer,length_method_rer,is_outlier_area_rer,is_outlier_area_annot_rer,is_outlier_pred_perimeter_rer,is_outlier_perim_annot_rer,is_outlier_length_rer,is_outlier_length_annot_rer,n_outlier_metrics,is_outlier_global
soybean157.jpg,0,2,soybean,48.5730851,57.38392255879047,0.1813934082802686,57.22836652991847,0.1781908933788634,29.5,38.27078288725234,0.2973146740433624,32.33948242473818,0.09625364148392,10.7,11.170335160858547,0.043956557048503,11.148698836486227,0.0419344706604563,20.0,4.0,0.0027181630068629,0.1834074022206032,0.0019407039933758,False,False,False,False,False,False,0,False
soybean100.jpg,0,4,soybean,57.07659602,71.48184289562272,0.2523844776596556,68.92023948797538,0.2075043764304068,29.5,39.973821336441326,0.3550447909454535,33.661373505522846,0.1410635086139732,11.0,12.426274553925252,0.12966132296624,12.192774515368429,0.1084340467530989,30.0,2.0,0.0371676509876694,0.1875279339985194,0.0191506894571864,False,False,False,False,False,False,0,False
soybean063.jpg,0,1,soybean,50.63454229,61.8672624034111,0.2218390767089267,61.90767362285577,0.2226371725859516,29.0,36.99160130187916,0.2755724585904632,31.37484490739506,0.0818912036750396,10.5,11.413763198642595,0.0870250664545091,11.349274813607868,0.0808833155046698,40.0,4.0,0.0006527659185568,0.1790210090048927,0.0056821590839078,False,False,False,False,False,False,0,False
soybean020.jpg,0,3,soybean,59.78225858,89.01544805325304,0.4889943967112508,86.96588018589775,0.4547105152438127,31.0,45.79501116323433,0.4772584244665078,38.42350663016968,0.2394679557346773,12.0,14.41012156149165,0.2008434632902679,14.214745937300272,0.1845621612878875,12.0,1.0,0.0235674940877787,0.1918488232242225,0.013744573762747,True,True,False,False,False,False,2,True
soybean013.jpg,0,3,soybean,57.07659602,70.33667160670196,0.2323207147765493,70.93769331406367,0.2428508050266022,29.5,39.14036273750615,0.3267919570928211,33.77430077267619,0.1448915515670263,11.0,12.26750584728759,0.1152278041941192,12.320402330718476,0.1200365754107373,15.0,2.0,0.0084725296129389,0.1588800312805398,0.0042934055210247,False,False,False,False,False,False,0,False
soybean028.jpg,0,2,soybean,59.78225858,70.42836443289022,0.1780813589848383,71.11740244002704,0.1896071531483273,31.0,40.47685958207647,0.3057051477103039,34.60600178719933,0.1163226382592292,12.0,12.769013773766725,0.0640844810938231,12.8626956327227,0.0718913026669823,20.0,4.0,0.0096887397936249,0.1696485433157513,0.0072832213058683,False,False,False,False,False,False,0,False
soybean121.jpg,0,5,soybean,27.18546673,30.653630436487063,0.1275741829138469,30.62668700241297,0.126583085930603,21.5,26.146297986256425,0.2161068829811793,22.137316580149168,0.0296426316210577,7.5,8.135647950560566,0.084753059961738,8.04730891308787,0.0729745216477499,20.0,2.0,0.0008797371411139,0.1810960867719262,0.0109774631888742,False,False,False,False,False,False,0,False
soybean117.jpg,0,2,soybean,27.18546673,33.116789642825985,0.2181799183200627,31.53458875297934,0.1599796709239554,21.5,27.314541671132663,0.2704437985315455,22.462616119659643,0.0447728427540425,7.5,8.44984397084187,0.1266458626100549,8.252035610737158,0.1002714146312591,20.0,1.0,0.0501735063595978,0.216000020810868,0.0239708563069729,False,False,False,False,False,False,0,False
soybean149.jpg,0,5,soybean,48.5730851,69.36884580542585,0.4281334129452797,72.00683337821843,0.4824430695548716,29.5,42.66430271737219,0.4462475495901597,36.437484669340186,0.2351689717623219,10.7,12.273613725780985,0.1470667032065718,12.501904400438862,0.1684022802574616,12.0,1.0,0.0366352393052768,0.1708904470994554,0.01826047193796,True,True,False,False,False,False,2,True
soybean037.jpg,0,2,soybean,27.18546673,31.764143586631565,0.1684236986041742,32.04464831802648,0.1787418856736715,21.5,26.00523359681322,0.2095457485915238,22.494460828106483,0.0462539919834392,7.5,8.225670216631054,0.0967560287551324,8.244905118894991,0.0993206823869045,30.0,2.0,0.0087535593626591,0.1560727680460494,0.0023329440379522,False,False,False,False,False,False,0,False
