image_name,leaf_index,fold,species,real_area_cm2,pred_area_cm2,area_rer,area_annot,area_annot_rer,real_perimeter_cm,pred_perimeter_cm,pred_perimeter_rer,perim_annot,perim_annot_rer,real_length_cm,pred_length_cm,length_rer,length_annot,length_annot_rer,dist,pattern-size,area_method_rer,perim_method_rer,length_method_rer,is_outlier_area_rer,is_outlier_area_annot_rer,is_outlier_pred_perimeter_rer,is_outlier_perim_annot_rer,is_outlier_length_rer,is_outlier_length_annot_rer,n_outlier_metrics,is_outlier_global
soybean020.jpg,0,3,soybean,59.78225858,89.01544805325304,0.4889943967112508,86.96588018589775,0.4547105152438127,31.0,45.79501116323433,0.4772584244665078,38.42350663016968,0.2394679557346773,12.0,14.41012156149165,0.2008434632902679,14.214745937300272,0.1845621612878875,12.0,1.0,0.0235674940877787,0.1918488232242225,0.013744573762747,True,True,False,False,False,False,2,True
soybean149.jpg,0,5,soybean,48.5730851,69.36884580542585,0.4281334129452797,72.00683337821843,0.4824430695548716,29.5,42.66430271737219,0.4462475495901597,36.437484669340186,0.2351689717623219,10.7,12.273613725780985,0.1470667032065718,12.501904400438862,0.1684022802574616,12.0,1.0,0.0366352393052768,0.1708904470994554,0.01826047193796,True,True,False,False,False,False,2,True
soybean128.jpg,0,1,soybean,58.10732462,1.001860643836917,0.9827584446502003,67.12250601153913,0.1551470739522693,30.0,4.726757788301359,0.8424414067758075,32.51186773368732,0.0837289244283342,10.3,1.3516853551853645,0.8687684112744614,10.916687730443218,0.0598725951305331,20.0,1.0,0.985074147060072,0.8546143877194157,0.8761817322870055,True,False,True,False,True,False,3,True
soybean067.jpg,0,5,soybean,48.5730851,65.75585789846654,0.35375090463276,62.50303897010189,0.2867833871074015,29.5,39.860093065874935,0.3511895953343403,33.90798445040265,0.1494232016579125,10.7,11.91455093797802,0.1135094333498062,11.564698501503232,0.0808129439901965,40.0,1.0,0.0520425723523651,0.1755370810206394,0.0302517559041246,True,True,False,False,False,False,2,True
soybean138.jpg,0,2,soybean,50.63454229,69.30172647660537,0.3686650128287101,68.90664046046525,0.3608623153381453,29.0,39.536844045388655,0.3633394497156986,33.25969626149541,0.1468860779319498,10.5,11.897689636489014,0.1331132985864648,12.06324116244702,0.1488801105674495,12.0,1.0,0.0057336421198687,0.1887313622064841,0.0137236355960563,True,True,False,False,False,False,2,True
soybean064.jpg,0,2,soybean,48.5730851,64.85621221245125,0.3352294192468116,69.22729766473333,0.4252192859061598,29.5,40.31581361923983,0.3666377496804558,35.61660972041686,0.2073427023167265,10.7,11.818828120099644,0.1045633756125243,12.19188267465535,0.1394282872206605,12.0,1.0,0.0631410671671709,0.1319385515463536,0.030598601069647,True,True,False,False,False,False,2,True
soybean105.jpg,0,1,soybean,59.78225858,83.47086871734706,0.396248162850601,87.68812722346742,0.4667918091695408,31.0,45.130911582601605,0.4558358573562338,38.768302834387285,0.2505904139316574,12.0,13.985427631761402,0.1654523025089065,14.33884425567732,0.1949036878106901,12.0,1.0,0.0480938370925862,0.1641188363017411,0.0246474972018411,True,True,False,False,False,False,2,True
soybean131.jpg,0,3,soybean,58.10732462,96.10369863533508,0.6538999043111697,67.15919979714222,0.1557785569165382,30.0,45.81226454556095,0.5270754846763398,32.58774467933288,0.0862581559490099,10.3,13.141817892333403,0.2759046494732384,11.152278268484276,0.0827454628793029,15.0,2.0,0.4309833786184373,0.4058126756638339,0.1783975950176459,True,False,False,False,True,False,2,True
soybean014.jpg,0,2,soybean,57.07659602,75.68118450146946,0.3259582696853665,76.62477218657004,0.3424902241243563,29.5,40.47032147996357,0.3718753042794854,35.017298405133616,0.1870270645174015,11.0,12.737857801310826,0.157987072702814,12.82363006740504,0.1657845514315632,20.0,2.0,0.0123143946539891,0.1557236943348346,0.0066886104462218,True,True,False,False,False,False,2,True
soybean091.jpg,0,3,soybean,15.2032468,20.50659208947771,0.3488297832532332,19.450223713632933,0.2793467057865209,15.0,20.02977108197577,0.3353180719081726,16.954309542381896,0.1302873027386015,5.2,5.654587796862934,0.087420729997832,5.8008882009715474,0.1155554230415371,50.0,2.0,0.0543113740414841,0.1813970383218469,0.025220345365716,True,True,False,False,False,False,2,True
