image_name,fold,species,dist,pattern_size,is_outlier,metric,real,annot,pred,annot_RER,pred_RER,method_RER
soybean157.jpg,2,soybean,20.0,4.0,False,area,48.5730851,57.22836652991847,57.38392255879047,0.1781908933788634,0.1813934082802686,0.0027181630068629
soybean157.jpg,2,soybean,20.0,4.0,False,perimeter,29.5,32.33948242473818,38.27078288725234,0.09625364148392,0.2973146740433624,0.1834074022206032
soybean157.jpg,2,soybean,20.0,4.0,False,length,10.7,11.148698836486227,11.170335160858547,0.0419344706604563,0.043956557048503,0.0019407039933758
soybean100.jpg,4,soybean,30.0,2.0,False,area,57.07659602,68.92023948797538,71.48184289562272,0.2075043764304068,0.2523844776596556,0.0371676509876694
soybean100.jpg,4,soybean,30.0,2.0,False,perimeter,29.5,33.661373505522846,39.973821336441326,0.1410635086139732,0.3550447909454535,0.1875279339985194
soybean100.jpg,4,soybean,30.0,2.0,False,length,11.0,12.192774515368429,12.426274553925252,0.1084340467530989,0.12966132296624,0.0191506894571864
soybean063.jpg,1,soybean,40.0,4.0,False,area,50.63454229,61.90767362285577,61.8672624034111,0.2226371725859516,0.2218390767089267,0.0006527659185568
soybean063.jpg,1,soybean,40.0,4.0,False,perimeter,29.0,31.37484490739506,36.99160130187916,0.0818912036750396,0.2755724585904632,0.1790210090048927
soybean063.jpg,1,soybean,40.0,4.0,False,length,10.5,11.349274813607868,11.413763198642595,0.0808833155046698,0.0870250664545091,0.0056821590839078
soybean020.jpg,3,soybean,12.0,1.0,True,area,59.78225858,86.96588018589775,89.01544805325304,0.4547105152438127,0.4889943967112508,0.0235674940877787
soybean020.jpg,3,soybean,12.0,1.0,True,perimeter,31.0,38.42350663016968,45.79501116323433,0.2394679557346773,0.4772584244665078,0.1918488232242225
soybean020.jpg,3,soybean,12.0,1.0,True,length,12.0,14.214745937300272,14.41012156149165,0.1845621612878875,0.2008434632902679,0.013744573762747
soybean013.jpg,3,soybean,15.0,2.0,False,area,57.07659602,70.93769331406367,70.33667160670196,0.2428508050266022,0.2323207147765493,0.0084725296129389
soybean013.jpg,3,soybean,15.0,2.0,False,perimeter,29.5,33.77430077267619,39.14036273750615,0.1448915515670263,0.3267919570928211,0.1588800312805398
soybean013.jpg,3,soybean,15.0,2.0,False,length,11.0,12.320402330718476,12.26750584728759,0.1200365754107373,0.1152278041941192,0.0042934055210247
soybean028.jpg,2,soybean,20.0,4.0,False,area,59.78225858,71.11740244002704,70.42836443289022,0.1896071531483273,0.1780813589848383,0.0096887397936249
soybean028.jpg,2,soybean,20.0,4.0,False,perimeter,31.0,34.60600178719933,40.47685958207647,0.1163226382592292,0.3057051477103039,0.1696485433157513
soybean028.jpg,2,soybean,20.0,4.0,False,length,12.0,12.8626956327227,12.769013773766725,0.0718913026669823,0.0640844810938231,0.0072832213058683
soybean121.jpg,5,soybean,20.0,2.0,False,area,27.18546673,30.62668700241297,30.653630436487063,0.126583085930603,0.1275741829138469,0.0008797371411139
soybean121.jpg,5,soybean,20.0,2.0,False,perimeter,21.5,22.137316580149168,26.146297986256425,0.0296426316210577,0.2161068829811793,0.1810960867719262
soybean121.jpg,5,soybean,20.0,2.0,False,length,7.5,8.04730891308787,8.135647950560566,0.0729745216477499,0.084753059961738,0.0109774631888742
soybean117.jpg,2,soybean,20.0,1.0,False,area,27.18546673,31.53458875297934,33.116789642825985,0.1599796709239554,0.2181799183200627,0.0501735063595978
soybean117.jpg,2,soybean,20.0,1.0,False,perimeter,21.5,22.462616119659643,27.314541671132663,0.0447728427540425,0.2704437985315455,0.216000020810868
soybean117.jpg,2,soybean,20.0,1.0,False,length,7.5,8.252035610737158,8.44984397084187,0.1002714146312591,0.1266458626100549,0.0239708563069729
soybean149.jpg,5,soybean,12.0,1.0,True,area,48.5730851,72.00683337821843,69.36884580542585,0.4824430695548716,0.4281334129452797,0.0366352393052768
soybean149.jpg,5,soybean,12.0,1.0,True,perimeter,29.5,36.437484669340186,42.66430271737219,0.2351689717623219,0.4462475495901597,0.1708904470994554
soybean149.jpg,5,soybean,12.0,1.0,True,length,10.7,12.501904400438862,12.273613725780985,0.1684022802574616,0.1470667032065718,0.01826047193796
soybean037.jpg,2,soybean,30.0,2.0,False,area,27.18546673,32.04464831802648,31.764143586631565,0.1787418856736715,0.1684236986041742,0.0087535593626591
soybean037.jpg,2,soybean,30.0,2.0,False,perimeter,21.5,22.494460828106483,26.00523359681322,0.0462539919834392,0.2095457485915238,0.1560727680460494
soybean037.jpg,2,soybean,30.0,2.0,False,length,7.5,8.244905118894991,8.225670216631054,0.0993206823869045,0.0967560287551324,0.0023329440379522
soybean002.jpg,3,soybean,40.0,2.0,False,area,50.63454229,64.6376940132321,64.82882277126146,0.2765533386332616,0.2803280100205716,0.0029569241433745
soybean002.jpg,3,soybean,40.0,2.0,False,perimeter,29.0,32.016996275884615,37.57047788086608,0.1040343543049748,0.2955337199279566,0.1734541727585431
soybean002.jpg,3,soybean,40.0,2.0,False,length,10.5,11.626316735660124,11.760324158369588,0.1072682604368991,0.1200308721113597,0.0115262146766717
soybean002.jpg,3,soybean,40.0,2.0,False,area,59.78225858,63.72062084250141,64.00627556444891,0.0658784454684386,0.0706566978912282,0.0044829243363577
soybean002.jpg,3,soybean,40.0,2.0,False,perimeter,31.0,33.617439743716055,39.1000008160438,0.0844335400926361,0.2612903488203513,0.1630868118599573
soybean002.jpg,3,soybean,40.0,2.0,False,length,12.0,11.85497023549291,11.89281730051827,0.0120858136988526,0.0089318916160342,0.0031925061169807
soybean002.jpg,3,soybean,40.0,2.0,False,area,58.10732462,70.73348115291492,71.66246427963057,0.2172902747340773,0.2332776417765453,0.0131335700073349
soybean002.jpg,3,soybean,40.0,2.0,False,perimeter,30.0,32.869917321125094,38.30272898872361,0.0956639106722818,0.276757632865201,0.1652821822723019
soybean002.jpg,3,soybean,40.0,2.0,False,length,10.3,10.942321470179255,10.900878762293583,0.0623613077238488,0.0583377438553597,0.0037873780221813
soybean002.jpg,3,soybean,40.0,2.0,False,area,8.116987696,8.682926829258665,8.655796492397988,0.0697228028127143,0.0663803883797562,0.0031245612640672
soybean002.jpg,3,soybean,40.0,2.0,False,perimeter,12.0,12.15165539804523,13.803794666552216,0.0126379498265709,0.1503162220874211,0.1359600163952276
soybean002.jpg,3,soybean,40.0,2.0,False,length,4.7,4.65220183454855,4.525372210975173,0.0101698224148408,0.0371548486496337,0.0272622787684923
soybean002.jpg,3,soybean,40.0,2.0,False,area,8.761193068,8.789800443449234,9.023365271464083,0.0032652374162451,0.0299242581609596,0.0265722560201235
soybean002.jpg,3,soybean,40.0,2.0,False,perimeter,12.0,12.230416407368727,14.287118677002088,0.0192013672647261,0.1905932229246796,0.1681628980933621
soybean002.jpg,3,soybean,40.0,2.0,False,length,4.8,4.805005205942528,4.684176607071865,0.0010427512358543,0.0241298734764242,0.0251464032691923
soybean002.jpg,3,soybean,40.0,2.0,False,area,57.07659602,66.15787139682243,67.3771502212502,0.1591068144997509,0.1804689648246741,0.0184298375763951
soybean002.jpg,3,soybean,40.0,2.0,False,perimeter,29.5,32.23852648020247,37.53539892465391,0.0928314060770899,0.2723864041332219,0.1643025603562
soybean002.jpg,3,soybean,40.0,2.0,False,length,11.0,11.719791954205805,11.476569412192111,0.0654356321410406,0.0433244919780789,0.0207531450009123
soybean002.jpg,3,soybean,40.0,2.0,False,area,27.18546673,30.09135254985577,30.712164509406943,0.1068911506154177,0.1297273213344484,0.020630909106405
soybean002.jpg,3,soybean,40.0,2.0,False,perimeter,21.5,21.51936036924696,25.39329653142576,0.0009004822901374,0.1810835595169733,0.1800209715301196
soybean002.jpg,3,soybean,40.0,2.0,False,length,7.5,7.87133805749065,7.845032275879033,0.0495117409327377,0.0460043033891986,0.0033419707533922
soybean002.jpg,3,soybean,40.0,2.0,False,area,59.78225858,67.32328159637768,68.87207934098853,0.1261414873615882,0.1520488013564115,0.0230053810161287
soybean002.jpg,3,soybean,40.0,2.0,False,perimeter,31.0,33.26181899413305,39.32713263690328,0.0729619030130139,0.2686171817489389,0.1823506297721289
soybean002.jpg,3,soybean,40.0,2.0,False,length,12.0,12.372013151572546,12.37875428143134,0.0310010959385445,0.0315628567596427,0.0005448692763869
soybean128.jpg,1,soybean,20.0,1.0,True,area,58.10732462,67.12250601153913,1.001860643836917,0.1551470739522693,0.9827584446502003,0.985074147060072
soybean128.jpg,1,soybean,20.0,1.0,True,perimeter,30.0,32.51186773368732,4.726757788301359,0.0837289244283342,0.8424414067758075,0.8546143877194157
soybean128.jpg,1,soybean,20.0,1.0,True,length,10.3,10.916687730443218,1.3516853551853645,0.0598725951305331,0.8687684112744614,0.8761817322870055
soybean104.jpg,2,soybean,40.0,4.0,False,area,57.07659602,69.44606581680283,69.12735523329692,0.2167170198850212,0.2111331097419148,0.0045893252513506
soybean104.jpg,2,soybean,40.0,4.0,False,perimeter,29.5,33.44999662074161,39.1503028315814,0.1338981904882246,0.327128909434241,0.1704127588940032
soybean104.jpg,2,soybean,40.0,4.0,False,length,11.0,12.220738766108076,12.176560787812456,0.1109762513634831,0.1069600715220778,0.0036150006235293
soybean152.jpg,2,soybean,40.0,1.0,False,area,48.5730851,61.35199585266744,61.66342311023169,0.2630862487677681,0.2694977677573276,0.0050760737802461
soybean152.jpg,2,soybean,40.0,1.0,False,perimeter,29.5,33.626282197903514,39.131406809449,0.1398739727628737,0.3264883663113259,0.1637149351661469
soybean152.jpg,2,soybean,40.0,1.0,False,length,10.7,11.602182503748702,11.577945474709034,0.084316121766873,0.0820509788680864,0.0020890060133898
soybean074.jpg,5,soybean,40.0,4.0,False,area,48.5730851,60.43238482867164,60.460382383701024,0.244153726324254,0.2447301269165981,0.0004632872772459
soybean074.jpg,5,soybean,40.0,4.0,False,perimeter,29.5,33.20810410619973,37.885052073869545,0.1256984442353472,0.2842390532551577,0.1408375483076219
soybean074.jpg,5,soybean,40.0,4.0,False,length,10.7,11.32320644452679,11.42900113764444,0.0582435928919957,0.0681309473797318,0.0093431744393705
soybean067.jpg,5,soybean,40.0,1.0,True,area,48.5730851,62.50303897010189,65.75585789846654,0.2867833871074015,0.35375090463276,0.0520425723523651
